sample_id,label,mode,token_index,generated_token_id,generated_token,entropy_t,max_prob_t,uncertainty_mass_t,gate,alpha
39,answerable,maxprob_gate_a-1.0,21,1863, Z,0.085753,0.008383,1.2e-05,0.05136,-0.05136
39,answerable,maxprob_gate_a-1.0,22,5059,ara,0.000232,1.7e-05,0.0,0.047433,-0.047433
39,answerable,maxprob_gate_a-1.0,23,40669, Ahmed,0.013322,0.001423,0.0,0.048073,-0.048073
39,answerable,maxprob_gate_a-1.0,24,594,'s,0.671664,0.151984,1.2e-05,0.185403,-0.185403
39,answerable,maxprob_gate_a-1.0,25,11438, leadership,0.264205,0.048688,0.0,0.074943,-0.074943
39,answerable,maxprob_gate_a-1.0,26,13,.,1.41241,0.554169,5.4e-05,0.927013,-0.927013
39,answerable,maxprob_gate_a-1.0,27,4710," 

",2.404213,0.645143,1e-06,0.969274,-0.969274
39,answerable,maxprob_gate_a-1.0,28,8304,Step,2.801242,0.798922,0.002206,0.993235,-0.993235
39,answerable,maxprob_gate_a-1.0,29,220, ,0.255743,0.065741,4e-06,0.087657,-0.087657
39,answerable,maxprob_gate_a-1.0,30,16,1,0.000918,7.8e-05,0.0,0.047461,-0.047461
39,answerable,maxprob_gate_a-1.0,31,25,:,0.020614,0.002762,0.0,0.048689,-0.048689
39,answerable,maxprob_gate_a-1.0,32,64547, Identify,2.250845,0.473588,1e-05,0.850163,-0.850163
39,answerable,maxprob_gate_a-1.0,33,279, the,0.879093,0.165454,0.008462,0.206613,-0.206613
39,answerable,maxprob_gate_a-1.0,34,9760, relevant,2.908134,0.710886,0.187298,0.983839,-0.983839
39,answerable,maxprob_gate_a-1.0,35,1995, information,0.523458,0.093604,0.906482,0.112649,-0.112649
39,answerable,maxprob_gate_a-1.0,36,198,"
",1.821674,0.577592,0.050386,0.941361,-0.941361
39,answerable,maxprob_gate_a-1.0,37,785,The,1.054343,0.294907,0.000459,0.487271,-0.487271
39,answerable,maxprob_gate_a-1.0,38,3405, question,1.804654,0.468133,0.123688,0.84308,-0.84308
39,answerable,maxprob_gate_a-1.0,39,5302, states,1.811852,0.594606,0.001449,0.950077,-0.950077
39,answerable,maxprob_gate_a-1.0,40,429, that,0.587519,0.131539,0.001617,0.156486,-0.156486
39,answerable,maxprob_gate_a-1.0,41,48772, Anchor,2.393351,0.669957,0.00036,0.975863,-0.975863
39,answerable,maxprob_gate_a-1.0,42,7153,Byte,0.003275,0.000298,0.0,0.047561,-0.047561
39,answerable,maxprob_gate_a-1.0,43,594,'s,1.418067,0.334951,0.00014,0.586499,-0.586499
39,answerable,maxprob_gate_a-1.0,44,12499, carbon,0.030318,0.003043,1e-06,0.048819,-0.048819
39,answerable,maxprob_gate_a-1.0,45,22504,_em,0.158951,0.031207,0.0,0.063689,-0.063689
39,answerable,maxprob_gate_a-1.0,46,16528,issions,0.003843,0.000359,0.0,0.047588,-0.047588
39,answerable,maxprob_gate_a-1.0,47,320, (,1.094378,0.277542,2.1e-05,0.444091,-0.444091
40,answerable,maxprob_gate_a-1.0,0,220, ,2.004579,0.502228,0.000785,0.883117,-0.883117
40,answerable,maxprob_gate_a-1.0,1,16,1,0.053173,0.005981,1e-06,0.050202,-0.050202
40,answerable,maxprob_gate_a-1.0,2,17,2,0.06559,0.00726,2e-06,0.050816,-0.050816
40,answerable,maxprob_gate_a-1.0,3,22,7,0.010339,0.000906,0.0,0.047837,-0.047837
40,answerable,maxprob_gate_a-1.0,4,45947, Bolt,2.288732,0.722072,2.6e-05,0.985525,-0.985525
40,answerable,maxprob_gate_a-1.0,5,3027,Stream,0.012114,0.001209,0.0,0.047975,-0.047975
40,answerable,maxprob_gate_a-1.0,6,594,'s,0.781021,0.176747,6.3e-05,0.22574,-0.22574
40,answerable,maxprob_gate_a-1.0,7,4541, active,0.078789,0.007348,7e-06,0.050858,-0.050858
40,answerable,maxprob_gate_a-1.0,8,16348,_users,0.086301,0.01456,0.0,0.054454,-0.054454
40,answerable,maxprob_gate_a-1.0,9,320, (,0.54831,0.08352,4e-05,0.102956,-0.102956
40,answerable,maxprob_gate_a-1.0,10,42,K,0.026341,0.002645,6e-06,0.048635,-0.048635
40,answerable,maxprob_gate_a-1.0,11,8,),0.049659,0.005977,0.0,0.0502,-0.0502
40,answerable,maxprob_gate_a-1.0,12,304, in,0.256889,0.043466,1.4e-05,0.071402,-0.071402
40,answerable,maxprob_gate_a-1.0,13,220, ,0.017568,0.001451,2e-06,0.048086,-0.048086
40,answerable,maxprob_gate_a-1.0,14,16,1,0.001628,0.000141,0.0,0.04749,-0.04749
40,answerable,maxprob_gate_a-1.0,15,24,9,0.000979,6.9e-05,0.0,0.047457,-0.047457
40,answerable,maxprob_gate_a-1.0,16,24,9,0.001391,0.000112,0.0,0.047476,-0.047476
40,answerable,maxprob_gate_a-1.0,17,24,9,0.007899,0.000793,0.0,0.047785,-0.047785
40,answerable,maxprob_gate_a-1.0,18,572, was,0.398398,0.074601,1.8e-05,0.095006,-0.095006
40,answerable,maxprob_gate_a-1.0,19,220, ,0.071776,0.008223,4e-05,0.051282,-0.051282
40,answerable,maxprob_gate_a-1.0,20,16,1,0.003881,0.000342,0.0,0.047581,-0.047581
40,answerable,maxprob_gate_a-1.0,21,17,2,0.014834,0.001574,2e-06,0.048142,-0.048142
40,answerable,maxprob_gate_a-1.0,22,22,7,0.003019,0.000251,0.0,0.04754,-0.04754
40,answerable,maxprob_gate_a-1.0,23,13,.,0.254398,0.034926,1.3e-05,0.065943,-0.065943
40,answerable,maxprob_gate_a-1.0,24,576, The,2.79475,0.721159,8e-06,0.985394,-0.985394
40,answerable,maxprob_gate_a-1.0,25,4226, answer,2.528602,0.425164,0.052249,0.777584,-0.777584
40,answerable,maxprob_gate_a-1.0,26,374, is,0.566264,0.09667,0.03694,0.115751,-0.115751
40,answerable,maxprob_gate_a-1.0,27,220, ,0.011157,0.000992,3.9e-05,0.047876,-0.047876
40,answerable,maxprob_gate_a-1.0,28,16,1,0.000305,2.2e-05,0.0,0.047436,-0.047436
40,answerable,maxprob_gate_a-1.0,29,17,2,0.00025,1.8e-05,0.0,0.047434,-0.047434
40,answerable,maxprob_gate_a-1.0,30,22,7,0.00013,9e-06,0.0,0.04743,-0.04743
40,answerable,maxprob_gate_a-1.0,31,13,.,0.106781,0.016688,1e-06,0.055561,-0.055561
40,answerable,maxprob_gate_a-1.0,32,15,0,2.722838,0.549686,1e-05,0.923922,-0.923922
40,answerable,maxprob_gate_a-1.0,33,13,.,0.565984,0.104869,3.5e-05,0.124411,-0.124411
40,answerable,maxprob_gate_a-1.0,34,45947, Bolt,3.662903,0.643749,0.000222,0.968856,-0.968856
40,answerable,maxprob_gate_a-1.0,35,3027,Stream,0.159234,0.017432,5e-06,0.055952,-0.055952
40,answerable,maxprob_gate_a-1.0,36,594,'s,2.538586,0.606033,0.000568,0.955227,-0.955227
40,answerable,maxprob_gate_a-1.0,37,4541, active,1.163584,0.148743,0.000127,0.180559,-0.180559
40,answerable,maxprob_gate_a-1.0,38,16348,_users,0.161293,0.031887,0.0,0.064096,-0.064096
40,answerable,maxprob_gate_a-1.0,39,320, (,0.495626,0.060302,4.1e-05,0.083403,-0.083403
40,answerable,maxprob_gate_a-1.0,40,42,K,0.021427,0.001836,1.1e-05,0.048262,-0.048262
40,answerable,maxprob_gate_a-1.0,41,8,),0.049091,0.005821,0.0,0.050126,-0.050126
40,answerable,maxprob_gate_a-1.0,42,304, in,1.186312,0.234322,7.2e-05,0.341463,-0.341463
40,answerable,maxprob_gate_a-1.0,43,220, ,0.077904,0.008291,7e-06,0.051315,-0.051315
40,answerable,maxprob_gate_a-1.0,44,16,1,0.008977,0.001082,0.0,0.047917,-0.047917
40,answerable,maxprob_gate_a-1.0,45,24,9,0.001499,0.00012,0.0,0.04748,-0.04748
40,answerable,maxprob_gate_a-1.0,46,24,9,0.003362,0.000324,0.0,0.047572,-0.047572
40,answerable,maxprob_gate_a-1.0,47,24,9,0.029327,0.003727,0.0,0.049138,-0.049138
41,unanswerable,maxprob_gate_a-1.0,0,758, In,2.749957,0.786075,0.000198,0.992315,-0.992315
41,unanswerable,maxprob_gate_a-1.0,1,220, ,0.693887,0.112561,1.8e-05,0.133035,-0.133035
41,unanswerable,maxprob_gate_a-1.0,2,16,1,0.220485,0.055008,0.0,0.079445,-0.079445
41,unanswerable,maxprob_gate_a-1.0,3,24,9,0.006026,0.000567,0.0,0.047683,-0.047683
41,unanswerable,maxprob_gate_a-1.0,4,24,9,0.034255,0.004249,0.0,0.049383,-0.049383
41,unanswerable,maxprob_gate_a-1.0,5,24,9,0.09144,0.013223,0.0,0.05377,-0.05377
41,unanswerable,maxprob_gate_a-1.0,6,11,",",0.599595,0.14289,0.000181,0.17206,-0.17206
41,unanswerable,maxprob_gate_a-1.0,7,422, D,0.698623,0.13249,8e-05,0.157746,-0.157746
41,unanswerable,maxprob_gate_a-1.0,8,2886,une,0.027694,0.002598,2.8e-05,0.048613,-0.048613
41,unanswerable,maxprob_gate_a-1.0,9,26751,Logic,0.033092,0.003847,1e-06,0.049194,-0.049194
41,unanswerable,maxprob_gate_a-1.0,10,594,'s,1.862004,0.614997,0.000674,0.958908,-0.958908
41,unanswerable,maxprob_gate_a-1.0,11,5670, production,0.349429,0.042021,1.8e-05,0.07045,-0.07045
41,unanswerable,maxprob_gate_a-1.0,12,26941,_volume,0.358718,0.070928,7e-06,0.091895,-0.091895
41,unanswerable,maxprob_gate_a-1.0,13,572, was,0.299921,0.039836,5e-05,0.069033,-0.069033
41,unanswerable,maxprob_gate_a-1.0,14,220, ,1.16171,0.222521,0.001931,0.315444,-0.315444
41,unanswerable,maxprob_gate_a-1.0,15,16,1,2.05542,0.709781,1e-06,0.983662,-0.983662
41,unanswerable,maxprob_gate_a-1.0,16,15,0,2.420717,0.792993,4e-05,0.992825,-0.992825
41,unanswerable,maxprob_gate_a-1.0,17,15,0,2.106842,0.564673,0.000114,0.933809,-0.933809
41,unanswerable,maxprob_gate_a-1.0,18,15,0,2.288212,0.609584,0.000125,0.956721,-0.956721
41,unanswerable,maxprob_gate_a-1.0,19,15,0,3.233558,0.63519,0.000403,0.966167,-0.966167
41,unanswerable,maxprob_gate_a-1.0,20,15,0,1.604929,0.321868,0.000261,0.554452,-0.554452
41,unanswerable,maxprob_gate_a-1.0,21,15,0,1.450752,0.29724,0.000305,0.4931,-0.4931
41,unanswerable,maxprob_gate_a-1.0,22,15,0,1.944682,0.428767,0.000279,0.783753,-0.783753
41,unanswerable,maxprob_gate_a-1.0,23,15,0,1.213288,0.272153,6.8e-05,0.43083,-0.43083
41,unanswerable,maxprob_gate_a-1.0,24,15,0,1.308385,0.316058,8.5e-05,0.540058,-0.540058
41,unanswerable,maxprob_gate_a-1.0,25,15,0,1.402763,0.392515,8.1e-05,0.716091,-0.716091
41,unanswerable,maxprob_gate_a-1.0,26,15,0,1.373866,0.417444,5.8e-05,0.763947,-0.763947
41,unanswerable,maxprob_gate_a-1.0,27,15,0,1.222711,0.322164,6.3e-05,0.555184,-0.555184
41,unanswerable,maxprob_gate_a-1.0,28,13,.,2.125807,0.606624,0.000146,0.955479,-0.955479
41,unanswerable,maxprob_gate_a-1.0,29,15,0,1.612045,0.245719,0.00012,0.367534,-0.367534
41,unanswerable,maxprob_gate_a-1.0,30,13,.,2.531654,0.480867,6.3e-05,0.859201,-0.859201
41,unanswerable,maxprob_gate_a-1.0,31,576, The,3.478752,0.852566,0.000268,0.996033,-0.996033
41,unanswerable,maxprob_gate_a-1.0,32,4226, answer,3.713476,0.820748,0.032555,0.994554,-0.994554
41,unanswerable,maxprob_gate_a-1.0,33,374, is,0.180067,0.024461,0.01152,0.059783,-0.059783
41,unanswerable,maxprob_gate_a-1.0,34,220, ,0.007414,0.000639,8e-06,0.047715,-0.047715
41,unanswerable,maxprob_gate_a-1.0,35,16,1,0.004681,0.000434,0.0,0.047622,-0.047622
41,unanswerable,maxprob_gate_a-1.0,36,15,0,0.073289,0.010819,4e-06,0.05256,-0.05256
41,unanswerable,maxprob_gate_a-1.0,37,15,0,0.146386,0.021602,7.1e-05,0.058196,-0.058196
41,unanswerable,maxprob_gate_a-1.0,38,15,0,0.168237,0.030309,3e-06,0.063156,-0.063156
41,unanswerable,maxprob_gate_a-1.0,39,15,0,0.031904,0.003838,1e-06,0.04919,-0.04919
41,unanswerable,maxprob_gate_a-1.0,40,15,0,0.001115,8.5e-05,0.0,0.047464,-0.047464
41,unanswerable,maxprob_gate_a-1.0,41,15,0,0.000578,4.5e-05,0.0,0.047446,-0.047446
41,unanswerable,maxprob_gate_a-1.0,42,15,0,0.000748,6.2e-05,0.0,0.047454,-0.047454
41,unanswerable,maxprob_gate_a-1.0,43,15,0,0.000636,5.1e-05,0.0,0.047449,-0.047449
41,unanswerable,maxprob_gate_a-1.0,44,15,0,0.000956,8.2e-05,0.0,0.047463,-0.047463
41,unanswerable,maxprob_gate_a-1.0,45,15,0,0.003097,0.000313,0.0,0.047568,-0.047568
41,unanswerable,maxprob_gate_a-1.0,46,15,0,0.006802,0.000787,0.0,0.047783,-0.047783
41,unanswerable,maxprob_gate_a-1.0,47,15,0,0.010715,0.001328,0.0,0.048029,-0.048029
42,answerable,maxprob_gate_a-1.0,0,2014, To,2.251502,0.450455,0.001793,0.818252,-0.818252
42,answerable,maxprob_gate_a-1.0,1,4226, answer,0.847201,0.264863,0.168309,0.413049,-0.413049
42,answerable,maxprob_gate_a-1.0,2,279, the,0.641079,0.30777,2.7e-05,0.519415,-0.519415
42,answerable,maxprob_gate_a-1.0,3,3405, question,0.064021,0.010567,0.0,0.052435,-0.052435
42,answerable,maxprob_gate_a-1.0,4,11,",",0.359676,0.061972,1.3e-05,0.084689,-0.084689
42,answerable,maxprob_gate_a-1.0,5,582, we,1.081686,0.516913,3.4e-05,0.897443,-0.897443
42,answerable,maxprob_gate_a-1.0,6,1184, need,1.344027,0.382212,0.000152,0.694685,-0.694685
42,answerable,maxprob_gate_a-1.0,7,311, to,0.003527,0.000316,0.999688,0.047569,-0.047569
42,answerable,maxprob_gate_a-1.0,8,8253, determine,2.110449,0.625068,0.379698,0.962698,-0.962698
42,answerable,maxprob_gate_a-1.0,9,1380, where,1.254939,0.512186,0.000151,0.893009,-0.893009
42,answerable,maxprob_gate_a-1.0,10,31318, Wave,0.229735,0.035972,4.9e-05,0.066591,-0.066591
42,answerable,maxprob_gate_a-1.0,11,34,C,0.001173,9e-05,0.0,0.047467,-0.047467
42,answerable,maxprob_gate_a-1.0,12,3927,rest,0.002345,0.000197,0.0,0.047515,-0.047515
42,answerable,maxprob_gate_a-1.0,13,69109, relocated,1.092724,0.410886,5e-06,0.751916,-0.751916
42,answerable,maxprob_gate_a-1.0,14,1181, its,0.387486,0.076526,0.007976,0.096674,-0.096674
42,answerable,maxprob_gate_a-1.0,15,25042, headquarters,0.007415,0.00072,0.0,0.047752,-0.047752
42,answerable,maxprob_gate_a-1.0,16,304, in,0.552839,0.172303,0.000274,0.218066,-0.218066
42,answerable,maxprob_gate_a-1.0,17,220, ,0.021942,0.002535,0.0,0.048584,-0.048584
42,answerable,maxprob_gate_a-1.0,18,17,2,1.3e-05,1e-06,0.0,0.047426,-0.047426
42,answerable,maxprob_gate_a-1.0,19,15,0,8e-06,0.0,0.0,0.047426,-0.047426
42,answerable,maxprob_gate_a-1.0,20,16,1,0.000101,7e-06,0.0,0.047429,-0.047429
42,answerable,maxprob_gate_a-1.0,21,22,7,0.001195,0.000105,0.0,0.047473,-0.047473
42,answerable,maxprob_gate_a-1.0,22,323, and,0.713356,0.171524,0.000122,0.216741,-0.216741
42,answerable,maxprob_gate_a-1.0,23,11047, calculate,2.011844,0.734048,0.001244,0.987137,-0.987137
42,answerable,maxprob_gate_a-1.0,24,1181, its,0.595704,0.163508,1e-06,0.203442,-0.203442
42,answerable,maxprob_gate_a-1.0,25,435, r,2.526009,0.612566,9e-05,0.957939,-0.957939
42,answerable,maxprob_gate_a-1.0,26,8378,_and,0.138185,0.020649,0.0,0.057676,-0.057676
42,answerable,maxprob_gate_a-1.0,27,814,_d,0.025187,0.002528,0.0,0.048581,-0.048581
42,answerable,maxprob_gate_a-1.0,28,643,_s,0.021246,0.0022,0.0,0.04843,-0.04843
42,answerable,maxprob_gate_a-1.0,29,3740,pend,0.000877,6.2e-05,0.0,0.047454,-0.047454
42,answerable,maxprob_gate_a-1.0,30,1711, ($,0.293067,0.038764,0.000144,0.068347,-0.068347
42,answerable,maxprob_gate_a-1.0,31,44,M,0.001254,9.4e-05,0.0,0.047468,-0.047468
42,answerable,maxprob_gate_a-1.0,32,3593,").

",1.534301,0.710682,0.0,0.983807,-0.983807
42,answerable,maxprob_gate_a-1.0,33,8304,Step,1.267091,0.440411,4.8e-05,0.802835,-0.802835
42,answerable,maxprob_gate_a-1.0,34,220, ,0.179532,0.041204,1e-06,0.069917,-0.069917
42,answerable,maxprob_gate_a-1.0,35,16,1,0.001375,0.000126,0.0,0.047483,-0.047483
42,answerable,maxprob_gate_a-1.0,36,25,:,0.012438,0.001608,0.0,0.048158,-0.048158
42,answerable,maxprob_gate_a-1.0,37,64547, Identify,0.813819,0.197563,1.5e-05,0.264177,-0.264177
42,answerable,maxprob_gate_a-1.0,38,279, the,0.896893,0.362395,0.000503,0.651117,-0.651117
42,answerable,maxprob_gate_a-1.0,39,1995, information,2.442388,0.70439,0.299389,0.982773,-0.982773
42,answerable,maxprob_gate_a-1.0,40,2661, given,0.964371,0.339589,0.261852,0.5977,-0.5977
42,answerable,maxprob_gate_a-1.0,41,198,"
",1.27546,0.548178,8.8e-05,0.922854,-0.922854
42,answerable,maxprob_gate_a-1.0,42,12,-,0.776633,0.197631,1.1e-05,0.26431,-0.26431
42,answerable,maxprob_gate_a-1.0,43,576, The,1.871758,0.665109,2e-06,0.974694,-0.974694
42,answerable,maxprob_gate_a-1.0,44,3405, question,2.411872,0.526368,0.021807,0.905824,-0.905824
42,answerable,maxprob_gate_a-1.0,45,5302, states,1.216,0.413779,0.000803,0.757273,-0.757273
42,answerable,maxprob_gate_a-1.0,46,429, that,0.341268,0.069976,0.000183,0.091103,-0.091103
42,answerable,maxprob_gate_a-1.0,47,31318, Wave,0.821399,0.211425,1.4e-05,0.291988,-0.291988
43,unanswerable,maxprob_gate_a-1.0,0,2014, To,1.724191,0.43276,0.002214,0.790443,-0.790443
43,unanswerable,maxprob_gate_a-1.0,1,1477, find,1.582464,0.713664,0.275125,0.984275,-0.984275
43,unanswerable,maxprob_gate_a-1.0,2,279, the,1.239891,0.460988,8.4e-05,0.833395,-0.833395
43,unanswerable,maxprob_gate_a-1.0,3,4226, answer,1.748367,0.524143,0.000291,0.903909,-0.903909
43,unanswerable,maxprob_gate_a-1.0,4,11,",",0.657412,0.345981,0.344434,0.61297,-0.61297
43,unanswerable,maxprob_gate_a-1.0,5,582, we,0.506146,0.119608,1.3e-05,0.141374,-0.141374
43,unanswerable,maxprob_gate_a-1.0,6,1184, need,1.140903,0.26753,0.000802,0.419531,-0.419531
43,unanswerable,maxprob_gate_a-1.0,7,311, to,0.039208,0.004202,0.995842,0.049361,-0.049361
43,unanswerable,maxprob_gate_a-1.0,8,8253, determine,3.328572,0.853882,0.203854,0.996084,-0.996084
43,unanswerable,maxprob_gate_a-1.0,9,279, the,0.816152,0.242984,6.9e-05,0.3612,-0.3612
43,unanswerable,maxprob_gate_a-1.0,10,12957, revenue,2.362987,0.525187,0.000728,0.904812,-0.904812
43,unanswerable,maxprob_gate_a-1.0,11,315, of,2.007122,0.515378,0.004444,0.896022,-0.896022
43,unanswerable,maxprob_gate_a-1.0,12,479, G,0.314035,0.05937,1e-05,0.082693,-0.082693
43,unanswerable,maxprob_gate_a-1.0,13,4659,lim,0.000482,3.1e-05,0.0,0.04744,-0.04744
43,unanswerable,maxprob_gate_a-1.0,14,1174,mer,6.6e-05,4e-06,0.0,0.047428,-0.047428
43,unanswerable,maxprob_gate_a-1.0,15,1611,Box,0.002791,0.000235,0.0,0.047532,-0.047532
43,unanswerable,maxprob_gate_a-1.0,16,304, in,0.721364,0.140637,0.000139,0.168874,-0.168874
43,unanswerable,maxprob_gate_a-1.0,17,220, ,0.39574,0.091149,4e-06,0.110219,-0.110219
43,unanswerable,maxprob_gate_a-1.0,18,16,1,0.00216,0.000226,0.0,0.047528,-0.047528
43,unanswerable,maxprob_gate_a-1.0,19,24,9,0.000305,2.1e-05,0.0,0.047436,-0.047436
43,unanswerable,maxprob_gate_a-1.0,20,24,9,0.000871,7.3e-05,0.0,0.047459,-0.047459
43,unanswerable,maxprob_gate_a-1.0,21,21,6,0.00276,0.000247,0.0,0.047538,-0.047538
43,unanswerable,maxprob_gate_a-1.0,22,13,.,1.577803,0.408721,0.000488,0.747856,-0.747856
43,unanswerable,maxprob_gate_a-1.0,23,4710," 

",2.809037,0.799113,1e-06,0.993248,-0.993248
43,unanswerable,maxprob_gate_a-1.0,24,16,1,2.716393,0.658856,0.006915,0.973105,-0.973105
43,unanswerable,maxprob_gate_a-1.0,25,13,.,0.19426,0.045859,1e-06,0.073006,-0.073006
43,unanswerable,maxprob_gate_a-1.0,26,1205, We,2.550106,0.734468,8e-06,0.987191,-0.987191
43,unanswerable,maxprob_gate_a-1.0,27,1414, know,1.463918,0.56968,0.437372,0.936838,-0.936838
43,unanswerable,maxprob_gate_a-1.0,28,429, that,0.943059,0.333656,0.000188,0.583354,-0.583354
43,unanswerable,maxprob_gate_a-1.0,29,479, G,0.741985,0.144511,0.00024,0.174381,-0.174381
43,unanswerable,maxprob_gate_a-1.0,30,4659,lim,0.000494,3.2e-05,0.0,0.047441,-0.047441
43,unanswerable,maxprob_gate_a-1.0,31,1174,mer,9.7e-05,6e-06,0.0,0.047429,-0.047429
43,unanswerable,maxprob_gate_a-1.0,32,1611,Box,0.001645,0.000111,0.0,0.047476,-0.047476
43,unanswerable,maxprob_gate_a-1.0,33,572, was,2.091309,0.723184,0.000728,0.985682,-0.985682
43,unanswerable,maxprob_gate_a-1.0,34,9555, established,2.050327,0.628901,0.009511,0.96405,-0.96405
43,unanswerable,maxprob_gate_a-1.0,35,304, in,0.242944,0.036321,0.000145,0.066808,-0.066808
43,unanswerable,maxprob_gate_a-1.0,36,220, ,0.231528,0.054042,2e-06,0.078741,-0.078741
43,unanswerable,maxprob_gate_a-1.0,37,17,2,0.024659,0.003719,0.0,0.049134,-0.049134
43,unanswerable,maxprob_gate_a-1.0,38,15,0,0.000143,9e-06,0.0,0.04743,-0.04743
43,unanswerable,maxprob_gate_a-1.0,39,17,2,0.001491,0.000135,0.0,0.047487,-0.047487
43,unanswerable,maxprob_gate_a-1.0,40,20,5,0.00432,0.000416,0.0,0.047614,-0.047614
43,unanswerable,maxprob_gate_a-1.0,41,624,".
",1.233899,0.476182,0.000644,0.853437,-0.853437
43,unanswerable,maxprob_gate_a-1.0,42,17,2,0.034146,0.004683,0.0,0.049587,-0.049587
43,unanswerable,maxprob_gate_a-1.0,43,13,.,4.9e-05,3e-06,0.0,0.047427,-0.047427
43,unanswerable,maxprob_gate_a-1.0,44,1205, We,1.873377,0.519069,3e-06,0.89941,-0.89941
43,unanswerable,maxprob_gate_a-1.0,45,1083, also,1.701142,0.521475,0.040972,0.901566,-0.901566
43,unanswerable,maxprob_gate_a-1.0,46,1414, know,0.713117,0.17282,0.830598,0.218949,-0.218949
43,unanswerable,maxprob_gate_a-1.0,47,429, that,0.725304,0.225223,0.000536,0.321307,-0.321307
44,unanswerable,maxprob_gate_a-1.0,0,400, $,2.949802,0.690358,5.1e-05,0.980229,-0.980229
44,unanswerable,maxprob_gate_a-1.0,1,16,1,2.223986,0.747145,3.1e-05,0.988698,-0.988698
44,unanswerable,maxprob_gate_a-1.0,2,11,",",2.496448,0.859317,1.3e-05,0.996291,-0.996291
44,unanswerable,maxprob_gate_a-1.0,3,15,0,2.336168,0.85466,2e-06,0.996114,-0.996114
44,unanswerable,maxprob_gate_a-1.0,4,15,0,2.185033,0.7258,0.0,0.986047,-0.986047
44,unanswerable,maxprob_gate_a-1.0,5,15,0,1.464369,0.366385,0.0,0.660125,-0.660125
44,unanswerable,maxprob_gate_a-1.0,6,11,",",0.446802,0.073629,0.000101,0.094173,-0.094173
44,unanswerable,maxprob_gate_a-1.0,7,15,0,0.283219,0.043639,4e-06,0.071517,-0.071517
44,unanswerable,maxprob_gate_a-1.0,8,15,0,0.019168,0.002001,0.0,0.048338,-0.048338
44,unanswerable,maxprob_gate_a-1.0,9,15,0,0.022973,0.002479,1e-06,0.048559,-0.048559
44,unanswerable,maxprob_gate_a-1.0,10,11,",",2.263644,0.673851,0.003082,0.976763,-0.976763
44,unanswerable,maxprob_gate_a-1.0,11,15,0,0.132314,0.013869,0.000168,0.0541,-0.0541
44,unanswerable,maxprob_gate_a-1.0,12,15,0,0.012913,0.00127,1e-06,0.048003,-0.048003
44,unanswerable,maxprob_gate_a-1.0,13,15,0,0.003828,0.000308,0.0,0.047565,-0.047565
44,unanswerable,maxprob_gate_a-1.0,14,198,"
",2.296481,0.590128,0.001574,0.94791,-0.94791
44,unanswerable,maxprob_gate_a-1.0,15,69769,Explanation,3.769644,0.716135,0.008044,0.984653,-0.984653
44,unanswerable,maxprob_gate_a-1.0,16,25,:,0.021475,0.002503,2.5e-05,0.04857,-0.04857
44,unanswerable,maxprob_gate_a-1.0,17,56879, Ivy,1.925159,0.316866,5.3e-05,0.542064,-0.542064
44,unanswerable,maxprob_gate_a-1.0,18,5386,Core,0.085377,0.011051,2e-06,0.052676,-0.052676
44,unanswerable,maxprob_gate_a-1.0,19,4961, reported,3.183015,0.717228,0.005274,0.984817,-0.984817
44,unanswerable,maxprob_gate_a-1.0,20,264, a,2.628849,0.600706,0.000261,0.952892,-0.952892
44,unanswerable,maxprob_gate_a-1.0,21,4179, net,2.43383,0.59066,3.5e-05,0.948172,-0.948172
44,unanswerable,maxprob_gate_a-1.0,22,7911, income,1.530833,0.375894,9e-05,0.681124,-0.681124
44,unanswerable,maxprob_gate_a-1.0,23,315, of,0.527782,0.077749,0.000741,0.097747,-0.097747
44,unanswerable,maxprob_gate_a-1.0,24,400, $,0.433179,0.071542,2.6e-05,0.092408,-0.092408
44,unanswerable,maxprob_gate_a-1.0,25,16,1,1.775585,0.502964,1e-05,0.883874,-0.883874
44,unanswerable,maxprob_gate_a-1.0,26,11,",",1.826696,0.484755,1.7e-05,0.863839,-0.863839
44,unanswerable,maxprob_gate_a-1.0,27,15,0,1.334049,0.327542,1e-06,0.568422,-0.568422
44,unanswerable,maxprob_gate_a-1.0,28,15,0,0.414766,0.071664,0.0,0.092511,-0.092511
44,unanswerable,maxprob_gate_a-1.0,29,15,0,0.092969,0.012152,0.0,0.053227,-0.053227
44,unanswerable,maxprob_gate_a-1.0,30,11,",",0.16262,0.026311,6.2e-05,0.060832,-0.060832
44,unanswerable,maxprob_gate_a-1.0,31,15,0,0.076473,0.013789,2e-06,0.054059,-0.054059
44,unanswerable,maxprob_gate_a-1.0,32,15,0,0.002341,0.000184,0.0,0.047509,-0.047509
44,unanswerable,maxprob_gate_a-1.0,33,15,0,0.007378,0.000591,2e-06,0.047694,-0.047694
44,unanswerable,maxprob_gate_a-1.0,34,11,",",0.229612,0.032631,0.000304,0.064544,-0.064544
44,unanswerable,maxprob_gate_a-1.0,35,15,0,0.402863,0.068489,0.000219,0.089879,-0.089879
44,unanswerable,maxprob_gate_a-1.0,36,15,0,0.002952,0.000241,1e-06,0.047535,-0.047535
44,unanswerable,maxprob_gate_a-1.0,37,15,0,0.004368,0.000343,2e-06,0.047581,-0.047581
44,unanswerable,maxprob_gate_a-1.0,38,369, for,1.690697,0.493147,0.000365,0.873412,-0.873412
